student_id,city,age,gender,platform_usage_months,subscription_plan,monthly_logins,avg_study_session_minutes,monthly_study_minutes,engagement_level,subscription_renewed
STUDENT-001225,,19.0,Female,37.0,Annually,3.0,68.0,68.0,High,0
STUDENT-001226,Skopje,25.0,,40.0,Annually,4.0,55.0,,Moderate,1
STUDENT-001227,Stip,26.0,Male,24.0,Monthly,8.0,80.0,619.0,Moderate,1
STUDENT-001228,Bitola,18.0,Female,43.0,Monthly,10.0,68.0,,Moderate,1
STUDENT-001229,Ohrid,23.0,Female,19.0,Monthly,3.0,56.0,94.0,Moderate,0
STUDENT-001230,Veles,25.0,Female,31.0,Monthly,,80.0,,High,1
STUDENT-001231,Kumanovo,23.0,Male,14.0,Monthly,6.0,,221.0,High,1
STUDENT-001232,Stip,20.0,Female,13.0,Annually,11.0,51.0,599.0,Moderate,1
STUDENT-001233,Kumanovo,21.0,Female,11.0,Annually,5.0,68.0,309.0,High,1
STUDENT-001234,Kumanovo,23.0,,1.0,Monthly,8.0,,,Moderate,1
STUDENT-001235,Ohrid,25.0,Female,35.0,Monthly,5.0,,275.0,High,1
STUDENT-001236,Skopje,28.0,Male,12.0,Quarterly,7.0,,,Moderate,1
STUDENT-001237,Skopje,31.0,Female,10.0,Monthly,9.0,,,,1
STUDENT-001238,Ohrid,23.0,Female,5.0,Quarterly,4.0,76.0,274.0,Moderate,0
STUDENT-001239,,22.0,,17.0,Monthly,6.0,63.0,419.0,Moderate,1
STUDENT-001240,Tetovo,27.0,Male,41.0,Quarterly,8.0,,353.0,Moderate,1
STUDENT-001241,Veles,28.0,,45.0,Monthly,4.0,,163.0,Moderate,0
STUDENT-001242,Stip,,Female,,Quarterly,6.0,82.0,489.0,Moderate,1
STUDENT-001243,Prilep,29.0,Male,,Monthly,4.0,49.0,,Moderate,0
STUDENT-001244,Stip,30.0,Female,7.0,Quarterly,5.0,64.0,266.0,Moderate,1
STUDENT-001245,,,Male,31.0,Annually,9.0,,,High,1
STUDENT-001246,Veles,35.0,Male,23.0,Monthly,,68.0,829.0,Moderate,1
STUDENT-001247,Prilep,19.0,Female,12.0,Monthly,,48.0,346.0,Moderate,1
STUDENT-001248,Ohrid,25.0,Male,20.0,Monthly,5.0,,222.0,Moderate,0
STUDENT-001249,Stip,25.0,Female,14.0,Monthly,,88.0,,Moderate,1
STUDENT-001250,Bitola,24.0,Male,39.0,Quarterly,7.0,44.0,,Low,1
STUDENT-001251,,21.0,Female,26.0,Quarterly,3.0,,56.0,High,1
STUDENT-001252,Skopje,18.0,Male,,Monthly,,65.0,,Moderate,0
STUDENT-001253,Veles,25.0,Female,1.0,Annually,4.0,56.0,,Moderate,0
STUDENT-001254,Kumanovo,20.0,Female,19.0,Quarterly,10.0,68.0,641.0,High,1
STUDENT-001255,Skopje,25.0,Male,44.0,Quarterly,3.0,37.0,,Moderate,0
STUDENT-001256,Bitola,20.0,,35.0,Monthly,4.0,56.0,,Moderate,1
STUDENT-001257,Tetovo,18.0,Male,,Monthly,7.0,70.0,507.0,,1
STUDENT-001258,Tetovo,26.0,,16.0,Monthly,7.0,,493.0,High,0
STUDENT-001259,Veles,25.0,Female,5.0,Annually,5.0,51.0,268.0,Moderate,0
STUDENT-001260,Ohrid,28.0,Male,40.0,Annually,11.0,44.0,422.0,Moderate,1
STUDENT-001261,Stip,,Male,22.0,Annually,10.0,,,Moderate,1
STUDENT-001262,,26.0,Female,10.0,Monthly,5.0,,268.0,Moderate,0
STUDENT-001263,Veles,27.0,Female,20.0,Monthly,,79.0,441.0,High,0
STUDENT-001264,Bitola,18.0,Female,1.0,Annually,1.0,62.0,0.0,Moderate,0
STUDENT-001265,Skopje,18.0,Male,6.0,Quarterly,8.0,49.0,,Moderate,1
STUDENT-001266,,34.0,Female,20.0,Monthly,11.0,44.0,628.0,Moderate,1
STUDENT-001267,Ohrid,19.0,Female,30.0,Annually,7.0,,400.0,Moderate,0
STUDENT-001268,Stip,18.0,Male,1.0,Monthly,13.0,36.0,432.0,Low,1
STUDENT-001269,Skopje,24.0,Male,15.0,Monthly,,,197.0,Moderate,1
STUDENT-001270,Ohrid,24.0,Male,32.0,Annually,4.0,47.0,228.0,High,1
STUDENT-001271,Skopje,19.0,,2.0,Quarterly,10.0,,544.0,Moderate,1
STUDENT-001272,Stip,23.0,Male,22.0,Monthly,5.0,68.0,,Moderate,0
STUDENT-001273,Kumanovo,32.0,Female,20.0,Quarterly,2.0,74.0,,Moderate,0
STUDENT-001274,,20.0,Female,40.0,Annually,11.0,63.0,,Moderate,1
STUDENT-001275,Kumanovo,18.0,Female,17.0,Monthly,7.0,76.0,505.0,Moderate,1
STUDENT-001276,Kumanovo,30.0,Female,17.0,Annually,7.0,80.0,654.0,High,0
STUDENT-001277,,27.0,Male,30.0,Monthly,5.0,63.0,269.0,Moderate,1
STUDENT-001278,Skopje,21.0,Female,4.0,Monthly,4.0,,,High,1
STUDENT-001279,Veles,18.0,Male,17.0,Monthly,6.0,,350.0,Moderate,1
STUDENT-001280,Kumanovo,20.0,Female,14.0,Quarterly,10.0,,482.0,Moderate,1
STUDENT-001281,Kumanovo,24.0,Female,18.0,Monthly,10.0,79.0,834.0,Very High,1
STUDENT-001282,Prilep,31.0,Female,30.0,Monthly,7.0,,524.0,Moderate,1
STUDENT-001283,,18.0,Female,26.0,Quarterly,4.0,,291.0,Moderate,0
STUDENT-001284,Prilep,24.0,Male,11.0,Quarterly,7.0,51.0,,High,0
STUDENT-001285,,29.0,Female,21.0,Quarterly,9.0,84.0,742.0,Moderate,1
STUDENT-001286,Stip,18.0,Female,37.0,Annually,2.0,56.0,84.0,Moderate,1
STUDENT-001287,Bitola,31.0,Female,10.0,Monthly,7.0,47.0,304.0,Moderate,0
STUDENT-001288,,18.0,Male,21.0,Monthly,5.0,,146.0,,0
STUDENT-001289,Tetovo,26.0,Male,,Quarterly,6.0,,425.0,High,1
STUDENT-001290,Bitola,26.0,Female,19.0,Quarterly,6.0,43.0,248.0,Moderate,1
STUDENT-001291,Veles,31.0,Male,1.0,Monthly,7.0,48.0,201.0,Moderate,1
STUDENT-001292,Prilep,28.0,Female,36.0,Monthly,11.0,103.0,1012.0,,1
STUDENT-001293,Skopje,18.0,Female,10.0,Monthly,9.0,74.0,,Moderate,1
STUDENT-001294,Stip,20.0,Female,32.0,Monthly,5.0,49.0,237.0,Moderate,1
STUDENT-001295,Tetovo,25.0,Male,12.0,Monthly,9.0,43.0,,Moderate,0
STUDENT-001296,Ohrid,23.0,Female,12.0,Quarterly,4.0,34.0,0.0,Moderate,0
STUDENT-001297,Kumanovo,27.0,Male,34.0,Monthly,4.0,,,Moderate,1
STUDENT-001298,Tetovo,29.0,Male,31.0,Quarterly,2.0,70.0,53.0,Moderate,0
STUDENT-001299,Skopje,,Female,22.0,Quarterly,,82.0,278.0,Moderate,1
STUDENT-001300,Veles,23.0,Male,29.0,Monthly,7.0,31.0,141.0,Moderate,1
STUDENT-001301,,18.0,,16.0,Monthly,7.0,,357.0,High,1
STUDENT-001302,Kumanovo,22.0,Male,19.0,Quarterly,2.0,58.0,141.0,Moderate,0
STUDENT-001303,Stip,27.0,Female,12.0,Monthly,8.0,,779.0,Moderate,1
STUDENT-001304,Tetovo,18.0,Female,30.0,Quarterly,3.0,73.0,186.0,High,1
STUDENT-001305,Kumanovo,28.0,Male,11.0,Quarterly,8.0,65.0,530.0,Moderate,1
STUDENT-001306,,30.0,Male,37.0,Monthly,6.0,41.0,171.0,Moderate,0
STUDENT-001307,Bitola,25.0,Female,16.0,Annually,9.0,30.0,292.0,Moderate,0
STUDENT-001308,Prilep,18.0,Male,20.0,Annually,4.0,60.0,207.0,Moderate,1
STUDENT-001309,Veles,18.0,Female,29.0,Monthly,5.0,58.0,321.0,Moderate,1
STUDENT-001310,Tetovo,36.0,Female,20.0,Monthly,5.0,55.0,304.0,Moderate,1
STUDENT-001311,Ohrid,21.0,Female,16.0,Quarterly,5.0,,234.0,Moderate,1
STUDENT-001312,Veles,18.0,Female,19.0,Annually,8.0,48.0,260.0,Moderate,0
STUDENT-001313,Veles,32.0,Female,,Annually,7.0,45.0,,,1
STUDENT-001314,Stip,25.0,Female,12.0,Annually,5.0,80.0,313.0,,0
STUDENT-001315,Ohrid,31.0,Male,18.0,Monthly,2.0,46.0,96.0,Moderate,0
STUDENT-001316,Kumanovo,26.0,Male,20.0,Quarterly,2.0,55.0,,Moderate,0
STUDENT-001317,Tetovo,27.0,Female,30.0,Annually,9.0,59.0,495.0,Moderate,1
STUDENT-001318,Prilep,27.0,Male,18.0,Quarterly,6.0,70.0,342.0,High,1
STUDENT-001319,Prilep,29.0,Female,41.0,Quarterly,8.0,47.0,447.0,Moderate,1
STUDENT-001320,Skopje,38.0,Female,18.0,Quarterly,7.0,74.0,490.0,High,1
STUDENT-001321,Ohrid,30.0,,17.0,Quarterly,1.0,,192.0,Moderate,1
STUDENT-001322,,18.0,Male,17.0,Monthly,2.0,,,Moderate,0
STUDENT-001323,Stip,27.0,Female,4.0,Monthly,3.0,84.0,273.0,Moderate,1
STUDENT-001324,Veles,31.0,Female,7.0,Annually,,45.0,227.0,Moderate,0
STUDENT-001325,Bitola,32.0,Male,13.0,Annually,5.0,70.0,370.0,Moderate,0
STUDENT-001326,Kumanovo,22.0,Female,,Annually,6.0,75.0,515.0,High,1
STUDENT-001327,Skopje,31.0,Female,19.0,Monthly,8.0,64.0,578.0,Moderate,1
STUDENT-001328,Kumanovo,30.0,Female,14.0,Monthly,8.0,,358.0,,0
STUDENT-001329,Ohrid,40.0,,34.0,Monthly,3.0,91.0,324.0,Moderate,0
STUDENT-001330,Prilep,20.0,Male,38.0,Annually,5.0,59.0,324.0,Moderate,1
STUDENT-001331,Kumanovo,21.0,Male,35.0,Quarterly,4.0,63.0,,High,1
STUDENT-001332,Prilep,23.0,Female,,Annually,6.0,54.0,,,0
STUDENT-001333,Veles,22.0,Male,14.0,Monthly,9.0,62.0,663.0,Moderate,1
STUDENT-001334,Tetovo,19.0,Male,41.0,Quarterly,7.0,74.0,572.0,High,1
STUDENT-001335,,18.0,Male,22.0,Annually,5.0,55.0,242.0,Moderate,0
STUDENT-001336,Kumanovo,22.0,Male,16.0,Monthly,4.0,30.0,,Moderate,0
STUDENT-001337,Ohrid,27.0,Female,28.0,Annually,11.0,67.0,782.0,High,1
STUDENT-001338,Veles,,Male,32.0,Quarterly,6.0,43.0,339.0,Moderate,1
STUDENT-001339,Prilep,36.0,Female,13.0,Monthly,9.0,71.0,517.0,Moderate,1
STUDENT-001340,Tetovo,25.0,Male,22.0,Monthly,8.0,59.0,,Moderate,1
STUDENT-001341,,32.0,Female,31.0,Annually,3.0,74.0,,Moderate,1
STUDENT-001342,,26.0,Male,6.0,Monthly,,,206.0,High,0
STUDENT-001343,Tetovo,29.0,Female,20.0,Annually,9.0,51.0,,Moderate,1
STUDENT-001344,Bitola,26.0,Male,6.0,Annually,9.0,54.0,540.0,Moderate,0
STUDENT-001345,Stip,33.0,Female,8.0,Monthly,,,126.0,Moderate,0
STUDENT-001346,Veles,25.0,Male,,Annually,3.0,76.0,164.0,High,0
STUDENT-001347,Kumanovo,27.0,Male,25.0,Annually,5.0,35.0,277.0,Moderate,0
STUDENT-001348,Kumanovo,27.0,Male,16.0,Monthly,10.0,76.0,,Moderate,1
STUDENT-001349,,23.0,Female,12.0,Annually,9.0,66.0,663.0,Low,1
STUDENT-001350,,27.0,Female,20.0,Monthly,6.0,57.0,251.0,Moderate,1
STUDENT-001351,Prilep,38.0,Male,6.0,Monthly,,65.0,,Moderate,1
STUDENT-001352,Prilep,23.0,Male,25.0,Monthly,5.0,64.0,343.0,Moderate,1
STUDENT-001353,Stip,27.0,Female,33.0,Monthly,5.0,53.0,317.0,High,0
STUDENT-001354,Bitola,32.0,Female,19.0,Monthly,2.0,64.0,217.0,Moderate,1
STUDENT-001355,Prilep,31.0,Male,17.0,Monthly,4.0,70.0,,High,1
STUDENT-001356,Ohrid,25.0,Female,24.0,Quarterly,3.0,45.0,166.0,High,0
STUDENT-001357,Bitola,18.0,Female,1.0,Monthly,6.0,65.0,308.0,Moderate,0
STUDENT-001358,Skopje,28.0,Female,26.0,Annually,10.0,30.0,217.0,High,1
STUDENT-001359,Ohrid,18.0,Male,57.0,Annually,5.0,31.0,,High,0
STUDENT-001360,Skopje,33.0,Male,18.0,Monthly,5.0,68.0,364.0,Moderate,1
STUDENT-001361,Skopje,26.0,,18.0,Monthly,6.0,53.0,418.0,Moderate,0
STUDENT-001362,Ohrid,30.0,Female,28.0,Annually,7.0,47.0,440.0,Moderate,1
STUDENT-001363,Bitola,19.0,Male,,Monthly,5.0,59.0,273.0,,1
STUDENT-001364,Tetovo,18.0,Female,31.0,Monthly,8.0,54.0,,Moderate,1
STUDENT-001365,Skopje,26.0,Female,1.0,Annually,6.0,,,Moderate,0
STUDENT-001366,,24.0,Female,26.0,Annually,9.0,35.0,,High,1
STUDENT-001367,Prilep,22.0,Male,50.0,Quarterly,6.0,30.0,169.0,Moderate,0
STUDENT-001368,Stip,25.0,Male,,Quarterly,6.0,71.0,430.0,Moderate,0
STUDENT-001369,Kumanovo,41.0,Male,6.0,Monthly,7.0,,364.0,High,1
STUDENT-001370,Stip,30.0,Female,23.0,Quarterly,6.0,,431.0,Moderate,1
STUDENT-001371,Ohrid,31.0,Female,4.0,Quarterly,7.0,,350.0,Moderate,0
STUDENT-001372,Prilep,30.0,Male,34.0,Annually,6.0,65.0,,Moderate,1
STUDENT-001373,,33.0,Female,8.0,Quarterly,9.0,58.0,,Moderate,1
STUDENT-001374,Stip,23.0,Male,20.0,Quarterly,5.0,60.0,231.0,Moderate,1
STUDENT-001375,,18.0,Male,9.0,Monthly,4.0,61.0,295.0,High,0
STUDENT-001376,Stip,23.0,Male,13.0,Quarterly,5.0,53.0,295.0,Moderate,1
STUDENT-001377,Veles,29.0,Female,37.0,Quarterly,6.0,41.0,358.0,,1
STUDENT-001378,,19.0,Male,21.0,Monthly,4.0,71.0,306.0,Moderate,0
STUDENT-001379,Tetovo,23.0,Male,13.0,Monthly,,83.0,140.0,Moderate,0
STUDENT-001380,Stip,20.0,,6.0,Annually,9.0,84.0,,,1
STUDENT-001381,Ohrid,34.0,Female,1.0,Monthly,5.0,51.0,257.0,,1
STUDENT-001382,Ohrid,29.0,Male,4.0,Monthly,4.0,49.0,229.0,Moderate,0
STUDENT-001383,Stip,28.0,Male,21.0,Monthly,3.0,51.0,,High,0
STUDENT-001384,,28.0,Female,31.0,Monthly,3.0,57.0,,,0
STUDENT-001385,Bitola,24.0,,13.0,Annually,9.0,59.0,486.0,Moderate,1
STUDENT-001386,Tetovo,26.0,Male,38.0,Monthly,3.0,45.0,,Moderate,0
STUDENT-001387,,18.0,Female,11.0,Monthly,5.0,37.0,229.0,Moderate,0
STUDENT-001388,Stip,18.0,Male,17.0,Annually,6.0,60.0,,,1
STUDENT-001389,Stip,25.0,Female,7.0,Monthly,8.0,30.0,255.0,Moderate,1
STUDENT-001390,Ohrid,26.0,,31.0,Monthly,,58.0,,Moderate,1
STUDENT-001391,,32.0,Male,45.0,Annually,5.0,45.0,197.0,Moderate,1
STUDENT-001392,Stip,34.0,Male,,Quarterly,6.0,71.0,,Moderate,1
STUDENT-001393,Kumanovo,34.0,Male,15.0,Annually,10.0,75.0,705.0,Moderate,1
STUDENT-001394,Bitola,19.0,Male,35.0,Monthly,5.0,76.0,388.0,,1
STUDENT-001395,Tetovo,22.0,Male,2.0,Annually,4.0,54.0,283.0,Moderate,1
STUDENT-001396,Tetovo,27.0,Female,,Monthly,4.0,,239.0,Moderate,1
STUDENT-001397,Kumanovo,40.0,Female,34.0,Annually,5.0,47.0,167.0,Moderate,0
STUDENT-001398,Skopje,33.0,Male,,Quarterly,,64.0,436.0,High,1
STUDENT-001399,,31.0,Female,26.0,Monthly,10.0,35.0,218.0,Moderate,1
STUDENT-001400,Veles,22.0,Female,41.0,Monthly,5.0,80.0,406.0,Moderate,1
STUDENT-001401,Bitola,19.0,Female,43.0,Monthly,4.0,,255.0,Moderate,1
STUDENT-001402,Ohrid,29.0,Male,,Monthly,5.0,67.0,429.0,Moderate,1
STUDENT-001403,Ohrid,18.0,Male,,Quarterly,5.0,33.0,57.0,Moderate,0
STUDENT-001404,Bitola,23.0,Male,8.0,Quarterly,11.0,46.0,440.0,Moderate,1
STUDENT-001405,Bitola,24.0,Male,31.0,Monthly,6.0,31.0,,High,1
STUDENT-001406,Ohrid,34.0,Male,3.0,Annually,9.0,75.0,577.0,Moderate,1
STUDENT-001407,Veles,22.0,Female,16.0,Quarterly,3.0,57.0,,Moderate,1
STUDENT-001408,Skopje,18.0,Female,21.0,Monthly,5.0,68.0,377.0,,1
STUDENT-001409,Ohrid,28.0,Male,13.0,Monthly,,60.0,343.0,Moderate,1
STUDENT-001410,Skopje,20.0,Male,23.0,Annually,3.0,67.0,208.0,Moderate,1
STUDENT-001411,Tetovo,25.0,Male,50.0,Monthly,6.0,54.0,251.0,,1
STUDENT-001412,Ohrid,24.0,Female,18.0,Quarterly,0.0,56.0,82.0,High,0
STUDENT-001413,Veles,23.0,Female,14.0,Quarterly,5.0,58.0,302.0,Moderate,1
STUDENT-001414,Tetovo,29.0,,32.0,Monthly,10.0,66.0,621.0,Low,1
STUDENT-001415,Veles,,Female,22.0,Quarterly,,66.0,,,0
STUDENT-001416,,21.0,Female,37.0,Monthly,6.0,102.0,635.0,Moderate,1
STUDENT-001417,Prilep,29.0,Female,21.0,Annually,6.0,85.0,591.0,,1
STUDENT-001418,Veles,21.0,Female,17.0,Annually,5.0,33.0,118.0,Moderate,1
STUDENT-001419,Prilep,,Female,1.0,Monthly,,57.0,486.0,Moderate,1
STUDENT-001420,Stip,,,1.0,Quarterly,8.0,53.0,378.0,High,0
STUDENT-001421,Stip,31.0,,1.0,Quarterly,,79.0,,,0
STUDENT-001422,Tetovo,24.0,Female,24.0,Annually,7.0,55.0,270.0,Moderate,0
STUDENT-001423,Kumanovo,18.0,Male,3.0,Monthly,12.0,66.0,869.0,Moderate,1
STUDENT-001424,Ohrid,29.0,Female,35.0,Quarterly,5.0,30.0,127.0,Moderate,1
STUDENT-001425,Veles,18.0,Male,20.0,Annually,7.0,37.0,254.0,High,0
STUDENT-001426,Kumanovo,26.0,Male,17.0,Monthly,5.0,91.0,,Moderate,1
STUDENT-001427,Stip,19.0,Male,9.0,Quarterly,3.0,60.0,194.0,High,1
STUDENT-001428,Ohrid,18.0,Female,27.0,Monthly,4.0,45.0,136.0,Moderate,0
STUDENT-001429,,22.0,Male,10.0,Monthly,5.0,63.0,378.0,Moderate,1
STUDENT-001430,Prilep,23.0,Male,8.0,Monthly,,,241.0,Moderate,0
STUDENT-001431,Bitola,21.0,Male,34.0,Annually,7.0,55.0,325.0,Moderate,0
STUDENT-001432,Bitola,28.0,Female,24.0,Monthly,4.0,38.0,192.0,High,0
STUDENT-001433,Tetovo,22.0,Female,17.0,Monthly,9.0,48.0,410.0,Moderate,1
STUDENT-001434,Ohrid,30.0,Male,,Annually,,53.0,533.0,Moderate,1
STUDENT-001435,Skopje,26.0,Female,,Annually,8.0,,699.0,Moderate,1
STUDENT-001436,Prilep,20.0,Male,24.0,Quarterly,6.0,66.0,,Moderate,0
STUDENT-001437,Kumanovo,19.0,Female,,Quarterly,9.0,69.0,,,1
STUDENT-001438,Ohrid,18.0,Male,44.0,Monthly,6.0,59.0,,Moderate,0
STUDENT-001439,Stip,26.0,Female,13.0,Quarterly,13.0,72.0,924.0,High,1
STUDENT-001440,Veles,22.0,Female,38.0,Monthly,9.0,46.0,436.0,High,1
STUDENT-001441,Tetovo,18.0,Female,17.0,Monthly,12.0,49.0,602.0,Moderate,1
STUDENT-001442,Stip,21.0,Male,29.0,Annually,2.0,,,Moderate,0
STUDENT-001443,Prilep,,Female,28.0,Quarterly,4.0,55.0,183.0,Moderate,0
STUDENT-001444,Bitola,34.0,Female,33.0,Monthly,7.0,59.0,350.0,Moderate,0
STUDENT-001445,Skopje,18.0,Male,9.0,Monthly,,,,Moderate,1
STUDENT-001446,Stip,18.0,Female,32.0,Annually,3.0,78.0,314.0,High,1
STUDENT-001447,Stip,31.0,,42.0,Monthly,5.0,79.0,429.0,Moderate,1
STUDENT-001448,,33.0,Male,16.0,Monthly,,50.0,264.0,Moderate,0
STUDENT-001449,Skopje,20.0,Female,20.0,Monthly,5.0,,148.0,Moderate,1
STUDENT-001450,Ohrid,21.0,,13.0,Monthly,3.0,49.0,161.0,Moderate,0
STUDENT-001451,Skopje,28.0,Female,15.0,Monthly,1.0,46.0,90.0,Moderate,0
STUDENT-001452,Skopje,18.0,Male,40.0,Annually,4.0,,,Moderate,1
STUDENT-001453,Bitola,18.0,Male,7.0,Monthly,7.0,73.0,,High,0
STUDENT-001454,Tetovo,23.0,Female,8.0,Quarterly,4.0,44.0,172.0,Moderate,0
STUDENT-001455,Skopje,34.0,Female,39.0,Quarterly,,48.0,274.0,Moderate,1
STUDENT-001456,,22.0,Female,27.0,Quarterly,,37.0,347.0,Moderate,0
STUDENT-001457,Prilep,25.0,Female,45.0,Quarterly,5.0,62.0,256.0,High,1
STUDENT-001458,Ohrid,31.0,Male,14.0,Quarterly,5.0,59.0,,Moderate,1
STUDENT-001459,Tetovo,,Male,21.0,Quarterly,3.0,71.0,207.0,Low,1
STUDENT-001460,Veles,21.0,Male,12.0,Quarterly,1.0,,78.0,,0
STUDENT-001461,,24.0,Male,21.0,Annually,10.0,69.0,650.0,Moderate,1
STUDENT-001462,Skopje,35.0,Female,1.0,Quarterly,8.0,36.0,354.0,Moderate,0
STUDENT-001463,Skopje,18.0,Female,28.0,Monthly,5.0,50.0,284.0,High,1
STUDENT-001464,Veles,31.0,Female,23.0,Monthly,,74.0,,High,0
STUDENT-001465,Skopje,18.0,Male,19.0,Quarterly,6.0,51.0,236.0,,0
STUDENT-001466,Kumanovo,25.0,Male,15.0,Quarterly,10.0,35.0,415.0,Moderate,1
STUDENT-001467,Prilep,,Female,9.0,Monthly,7.0,72.0,549.0,Moderate,1
STUDENT-001468,Veles,19.0,Male,28.0,Annually,5.0,51.0,315.0,Moderate,1
STUDENT-001469,,19.0,,5.0,Monthly,5.0,75.0,377.0,Moderate,0
STUDENT-001470,Stip,26.0,Male,26.0,Monthly,8.0,59.0,467.0,Moderate,1
STUDENT-001471,Kumanovo,30.0,Male,44.0,Annually,,55.0,429.0,Moderate,1
STUDENT-001472,Prilep,24.0,Male,37.0,Monthly,9.0,80.0,,Moderate,1
STUDENT-001473,Bitola,25.0,Female,1.0,Monthly,9.0,,327.0,High,1
STUDENT-001474,Stip,28.0,Male,13.0,Monthly,5.0,81.0,333.0,High,0
STUDENT-001475,Ohrid,19.0,Female,25.0,Annually,2.0,50.0,77.0,Moderate,1
STUDENT-001476,Prilep,29.0,Female,19.0,Quarterly,5.0,62.0,278.0,,0
STUDENT-001477,Prilep,29.0,Female,3.0,Quarterly,8.0,,571.0,Moderate,1
STUDENT-001478,Bitola,40.0,Male,24.0,Annually,,53.0,236.0,Moderate,0
STUDENT-001479,Prilep,22.0,Male,19.0,Quarterly,6.0,48.0,254.0,Very High,0
STUDENT-001480,Bitola,,,,Annually,6.0,,,Moderate,1
STUDENT-001481,Skopje,29.0,Male,16.0,Monthly,6.0,44.0,340.0,High,1
STUDENT-001482,Ohrid,29.0,Male,34.0,Monthly,8.0,89.0,754.0,Moderate,1
STUDENT-001483,Skopje,21.0,Female,4.0,Annually,7.0,52.0,461.0,Moderate,1
STUDENT-001484,Prilep,22.0,Male,7.0,Quarterly,9.0,77.0,713.0,High,1
STUDENT-001485,Veles,28.0,Male,28.0,Monthly,4.0,75.0,287.0,High,1
STUDENT-001486,Bitola,20.0,Male,33.0,Monthly,5.0,65.0,,Moderate,1
STUDENT-001487,,22.0,Female,8.0,Monthly,9.0,57.0,430.0,Moderate,1
STUDENT-001488,Skopje,25.0,Female,20.0,Monthly,7.0,62.0,331.0,High,1
STUDENT-001489,Tetovo,,Female,3.0,Quarterly,8.0,68.0,,Moderate,1
STUDENT-001490,Ohrid,21.0,Female,17.0,Monthly,,61.0,256.0,Moderate,1
STUDENT-001491,Prilep,18.0,Female,30.0,Quarterly,3.0,,165.0,Moderate,1
STUDENT-001492,Skopje,18.0,Female,14.0,Monthly,1.0,32.0,0.0,High,0
STUDENT-001493,Ohrid,18.0,,,Annually,3.0,,323.0,Moderate,1
STUDENT-001494,Prilep,18.0,Female,6.0,Monthly,11.0,30.0,370.0,Moderate,1
STUDENT-001495,,24.0,Female,12.0,Monthly,3.0,,184.0,Moderate,0
STUDENT-001496,,18.0,,41.0,Monthly,5.0,,,Moderate,0
STUDENT-001497,Veles,20.0,Female,20.0,Quarterly,3.0,,206.0,High,0
STUDENT-001498,Prilep,20.0,Female,7.0,Quarterly,8.0,42.0,,Moderate,1
STUDENT-001499,Veles,22.0,Female,16.0,Quarterly,8.0,65.0,,Moderate,1
STUDENT-001500,Tetovo,32.0,,1.0,Monthly,5.0,63.0,,High,1
STUDENT-001501,Ohrid,28.0,,7.0,Annually,8.0,101.0,782.0,Moderate,1
STUDENT-001502,Bitola,25.0,Female,36.0,Quarterly,0.0,61.0,0.0,Moderate,1
STUDENT-001503,,22.0,Male,18.0,Monthly,8.0,80.0,657.0,,1
STUDENT-001504,Tetovo,22.0,,42.0,Annually,9.0,37.0,383.0,High,1
STUDENT-001505,Bitola,26.0,,18.0,Quarterly,5.0,75.0,439.0,,1
STUDENT-001506,Stip,28.0,Male,19.0,Quarterly,7.0,63.0,,High,1
STUDENT-001507,Prilep,19.0,Female,27.0,Monthly,6.0,64.0,433.0,Moderate,1
STUDENT-001508,Veles,25.0,Female,1.0,Monthly,5.0,,,Moderate,0
STUDENT-001509,Kumanovo,18.0,Male,22.0,Quarterly,7.0,85.0,,Moderate,1
STUDENT-001510,Ohrid,26.0,Male,19.0,Monthly,5.0,63.0,187.0,Moderate,1
STUDENT-001511,,29.0,Female,37.0,Monthly,3.0,48.0,,High,1
STUDENT-001512,Kumanovo,23.0,Male,,Annually,8.0,50.0,346.0,Moderate,1
STUDENT-001513,,35.0,Female,6.0,Quarterly,,72.0,292.0,Moderate,0
STUDENT-001514,Bitola,19.0,Male,34.0,Monthly,7.0,66.0,395.0,Moderate,1
STUDENT-001515,Stip,26.0,Male,16.0,Monthly,,37.0,408.0,Moderate,1
STUDENT-001516,Prilep,24.0,Female,9.0,Quarterly,7.0,67.0,495.0,Moderate,1
STUDENT-001517,Skopje,24.0,Male,22.0,Monthly,3.0,43.0,66.0,Moderate,0
STUDENT-001518,Prilep,24.0,Female,17.0,Monthly,9.0,66.0,552.0,High,1
STUDENT-001519,,25.0,Male,38.0,Monthly,4.0,47.0,187.0,Moderate,1
STUDENT-001520,Veles,30.0,Female,24.0,Monthly,3.0,55.0,197.0,Moderate,1
STUDENT-001521,Kumanovo,33.0,,,Quarterly,,51.0,322.0,,1
STUDENT-001522,Bitola,24.0,Female,,Monthly,11.0,82.0,,High,1
STUDENT-001523,,29.0,Male,33.0,Monthly,4.0,66.0,,Moderate,1
STUDENT-001524,Tetovo,20.0,Female,29.0,Quarterly,3.0,78.0,197.0,Moderate,1
STUDENT-001525,Skopje,29.0,Female,37.0,Quarterly,5.0,103.0,577.0,Moderate,0
STUDENT-001526,,,Male,27.0,Quarterly,8.0,60.0,483.0,Moderate,1
STUDENT-001527,,31.0,Male,22.0,Monthly,6.0,,446.0,Moderate,1
STUDENT-001528,Skopje,38.0,Female,34.0,Quarterly,5.0,49.0,,,0
STUDENT-001529,Stip,24.0,Male,18.0,Monthly,6.0,78.0,,Moderate,0
STUDENT-001530,Skopje,18.0,Female,20.0,Quarterly,7.0,47.0,300.0,Moderate,0
